window,mean,median,std,iqr,start_index,class
window3295,19.900000000000002,19.8,0.7914115998216789,1.05,329500,NOR
window3296,20.009999999999998,20.2,0.7895808961887291,1.375,329600,NOR
window3297,20.009999999999998,20.15,0.8261575930988643,1.55,329700,NOR
window3298,19.990000000000002,19.95,0.7096389429820437,0.975,329800,NOR
window3299,19.96,19.9,0.7647596315110645,1.275,329900,NOR
window3300,20.080000000000002,20.0,0.7502108792103371,1.35,330000,NOR
window3301,19.889999999999997,19.85,0.7438612415090794,1.3,330100,NOR
window3302,20.02,20.15,0.8403356900040478,1.65,330200,NOR
window3303,20.18,20.15,0.708629954573193,1.1,330300,NOR
window3304,19.91,19.85,0.7492853669555727,1.125,330400,NOR
window3305,19.96,20.0,0.7147249583388054,1.075,330500,NOR
window3306,20.130000000000003,20.15,0.7373790608809909,0.975,330600,NOR
window3307,20.08,20.15,0.7620614707338251,1.325,330700,NOR
window3308,20.05,20.1,0.7392467934043071,1.175,330800,NOR
window3309,19.95,20.0,0.8155063504583332,1.6,330900,NOR
window3310,19.9,19.95,0.7736657555374592,1.325,331000,NOR
window3311,20.080000000000002,20.15,0.7802992474337519,1.275,331100,NOR
window3312,20.020000000000003,19.95,0.7984379446665062,1.3,331200,NOR
window3313,19.919999999999998,19.95,0.7822637014505555,1.275,331300,NOR
window3314,20.04,20.15,0.7438045842547513,1.05,331400,NOR
window3315,20.1,20.1,0.8024524970041602,1.375,331500,NOR
window3316,20.16,20.2,0.7753812829685175,1.325,331600,NOR
window3317,20.089999999999996,20.2,0.7883526438266464,1.3,331700,NOR
window3318,19.990000000000002,20.1,0.8092713534957852,1.425,331800,NOR
window3319,19.92,19.9,0.8048875356112543,1.525,331900,NOR
window3320,19.93,19.85,0.7764336431111575,1.2,332000,NOR
window3321,19.81,19.65,0.7964211491715587,1.4,332100,NOR
window3322,20.0,20.0,0.7679955653136201,1.175,332200,NOR
window3323,19.879999999999995,19.95,0.7814231938357873,1.45,332300,NOR
window3324,20.11,20.1,0.8156103967042979,1.425,332400,NOR
window3325,20.02,20.05,0.7368455138274004,1.075,332500,NOR
window3326,20.01,20.1,0.8232693456782527,1.5,332600,NOR
window3327,19.93,19.85,0.7912960286066524,1.375,332700,NOR
window3328,20.009999999999998,19.95,0.802590461594685,1.4,332800,NOR
window3329,19.98,20.05,0.7049013385354188,1.15,332900,NOR
window3330,20.03,20.05,0.8210388366797755,1.525,333000,NOR
window3331,19.990000000000002,20.1,0.8435830903859023,1.575,333100,NOR
window3332,20.07,20.05,0.762957361726064,1.225,333200,NOR
window3333,19.96,19.9,0.7849226314191919,1.275,333300,NOR
window3334,20.09,20.3,0.8111132203599223,1.525,333400,NOR
window3335,20.05,20.05,0.7705058215292909,1.375,333500,NOR
window3336,20.049999999999997,20.05,0.7474999773228113,1.125,333600,NOR
window3337,20.1,20.1,0.8031151385205734,1.275,333700,NOR
window3338,19.99,20.0,0.740629138307778,1.075,333800,NOR
window3339,20.02,20.0,0.7857904063150917,1.35,333900,NOR
window3340,20.049999999999997,20.0,0.7136960987463146,1.175,334000,NOR
window3341,20.15,20.3,0.762517393295396,1.05,334100,NOR
window3342,20.04,19.95,0.7614364679758596,1.175,334200,NOR
window3343,19.98,20.1,0.7635714860807795,1.3,334300,NOR
window3344,20.14,20.25,0.7708438708322733,1.275,334400,NOR
window3345,20.140000000000004,20.3,0.8035171653123918,1.45,334500,NOR
window3346,19.969999999999995,19.9,0.7665609141751097,1.25,334600,NOR
window3347,20.110000000000003,20.2,0.7423794573623297,1.3,334700,NOR
window3348,19.96,19.95,0.7800382633549766,1.25,334800,NOR
window3349,20.04,20.15,0.7823592986700911,1.25,334900,NOR
window3350,20.11,20.05,0.7940695412922656,1.4,335000,NOR
window3351,19.949999999999996,20.0,0.7888559826646274,1.375,335100,NOR
window3352,19.95,20.05,0.7874886218564675,1.35,335200,NOR
window3353,20.18,20.2,0.7444256455185851,1.325,335300,NOR
window3354,19.890000000000004,19.75,0.7729044953583217,1.325,335400,NOR
window3355,19.860000000000003,19.85,0.7132568442610159,1.075,335500,NOR
window3356,20.04,20.05,0.7954254526678242,1.4,335600,NOR
window3357,20.029999999999998,20.1,0.7677465273935602,1.45,335700,NOR
window3358,19.98,19.95,0.7971134863337968,1.275,335800,NOR
window3359,20.04,20.0,0.7518364849624226,1.15,335900,NOR
window3360,19.970000000000002,20.0,0.7375189150148944,1.075,336000,NOR
window3361,20.130000000000003,20.15,0.7282395768209259,1.075,336100,NOR
window3362,19.99,20.0,0.746375525457742,1.15,336200,NOR
window3363,19.83,19.75,0.7793499813591852,1.35,336300,NOR
window3364,20.04,20.0,0.7492298394290504,1.225,336400,NOR
window3365,19.92,19.85,0.7808192072937606,1.4,336500,NOR
window3366,20.04,20.1,0.7504893423732854,1.225,336600,NOR
window3367,20.080000000000002,20.1,0.7866997373494093,1.35,336700,NOR
window3368,20.1,20.15,0.7781187043481491,1.4,336800,NOR
window3369,19.889999999999997,19.9,0.7882338039439645,1.15,336900,NOR
window3370,19.96,19.95,0.7229910550518162,0.95,337000,NOR
window3371,19.990000000000002,20.1,0.7632247055078828,1.35,337100,NOR
window3372,19.89,19.8,0.8101233889317718,1.375,337200,NOR
window3373,19.999999999999996,20.05,0.8246103641661489,1.55,337300,NOR
window3374,19.87,19.7,0.7481138724481626,1.075,337400,NOR
window3375,20.06,20.1,0.7763291948908777,1.275,337500,NOR
window3376,19.87,19.75,0.7275563517046957,1.05,337600,NOR
window3377,20.009999999999998,19.95,0.7084540725270957,1.0,337700,NOR
window3378,20.099999999999998,20.15,0.7465262779160515,1.075,337800,NOR
window3379,19.939999999999998,19.75,0.7606919519584904,1.175,337900,NOR
window3380,19.96,19.95,0.7538978204773216,1.25,338000,NOR
window3381,20.07,20.05,0.7654523364804929,1.35,338100,NOR
window3382,20.220000000000002,20.3,0.7800812304884904,1.375,338200,NOR
window3383,19.9,19.8,0.7683441457266672,1.125,338300,NOR
window3384,19.84,19.9,0.7785588307498081,1.35,338400,NOR
window3385,19.96,19.9,0.7340713543667395,1.15,338500,NOR
window3386,19.959999999999997,19.95,0.7808837464186821,1.275,338600,NOR
window3387,19.93,19.85,0.723509590149256,1.025,338700,NOR
window3388,20.05,20.05,0.7971425566654048,1.45,338800,NOR
window3389,20.02,20.05,0.7703096324076686,1.15,338900,NOR
window3390,20.090000000000003,20.25,0.7328113449056003,1.275,339000,NOR
window3391,20.04,20.1,0.7232928463752628,1.05,339100,NOR
window3392,20.0,20.0,0.786102937091558,1.35,339200,NOR
window3393,20.049999999999997,20.0,0.7515700654714959,1.25,339300,NOR
window3394,19.96,19.85,0.8044887089887853,1.425,339400,NOR
window3395,19.990000000000002,20.0,0.767177555115646,1.225,339500,NOR
window3396,20.029999999999998,20.05,0.7948433366600065,1.3,339600,NOR
window3397,20.169999999999998,20.2,0.7438454770727937,1.0,339700,NOR
window3398,19.999999999999996,20.05,0.8259735230806008,1.55,339800,NOR
window3399,19.990000000000002,20.0,0.8092713534957852,1.425,339900,NOR
window3400,20.009999999999998,20.1,0.79931915155982,1.325,340000,NOR
window3401,19.979999999999997,19.9,0.7677370099221972,1.3,340100,NOR
window3402,19.99,19.95,0.7859705077770468,1.325,340200,NOR
window3403,19.96,20.0,0.7172683052726867,1.025,340300,NOR
window3404,20.009999999999998,20.1,0.7457045906725661,1.1,340400,NOR
window3405,19.930000000000003,20.0,0.7604779694915099,1.075,340500,NOR
window3406,19.95,19.95,0.7439734747790597,1.2,340600,NOR
window3407,19.93,19.85,0.7121114109425245,0.85,340700,NOR
window3408,20.029999999999998,20.2,0.815688819723712,1.425,340800,NOR
window3409,19.94,20.0,0.8089343729270795,1.3,340900,NOR
window3410,20.03,20.05,0.7714540599938287,1.4,341000,NOR
window3411,19.91,19.85,0.7932627078608843,1.325,341100,NOR
window3412,20.05,20.1,0.8318181422908812,1.625,341200,NOR
window3413,19.92,19.95,0.8053453617616675,1.45,341300,NOR
window3414,20.0,20.15,0.7319560056438649,1.05,341400,NOR
window3415,19.89,19.8,0.8129520549988951,1.4,341500,NOR
window3416,20.0,20.1,0.7592156522299346,1.175,341600,NOR
window3417,19.96,20.0,0.7874538310410795,1.425,341700,NOR
window3418,20.07,20.1,0.7382118068255339,0.875,341800,NOR
window3419,19.919999999999998,19.95,0.7679370284709438,1.225,341900,NOR
window3420,19.889999999999997,19.85,0.7128956324841358,1.0,342000,NOR
window3421,20.089999999999996,20.0,0.7536665542229748,1.075,342100,NOR
window3422,20.0,19.95,0.7928956301426062,1.4,342200,NOR
window3423,19.94,20.0,0.8051233494848506,1.425,342300,NOR
window3424,20.11,20.1,0.730829508195588,1.225,342400,NOR
window3425,19.85,19.75,0.6764014968941219,0.925,342500,NOR
window3426,20.130000000000003,20.15,0.7467032280026352,0.975,342600,NOR
window3427,20.029999999999998,20.05,0.7825107078805476,1.45,342700,NOR
window3428,20.089999999999996,20.1,0.8321688452925727,1.425,342800,NOR
window3429,19.95,19.95,0.8041550044597429,1.45,342900,NOR
window3430,20.02,20.05,0.8070045938642124,1.4,343000,NOR
window3431,19.95,19.9,0.7332285392738291,1.125,343100,NOR
window3432,19.979999999999997,20.05,0.7521758267178689,1.075,343200,NOR
window3433,20.08,20.0,0.7635855694750777,1.225,343300,NOR
window3434,19.919999999999998,19.8,0.7006364370730274,1.0,343400,NOR
window3435,20.04,19.9,0.7922462817429119,1.325,343500,NOR
window3436,19.97,19.85,0.7669355115221945,1.175,343600,NOR
window3437,20.040000000000003,20.25,0.8410990933412563,1.575,343700,NOR
window3438,20.009999999999998,19.95,0.7214264347494346,1.275,343800,NOR
window3439,20.09,20.15,0.7756124166411702,1.225,343900,NOR
window3440,20.0,19.95,0.8515965175029887,1.75,344000,NOR
window3441,20.080000000000002,20.2,0.7892470924656682,1.275,344100,NOR
window3442,20.07,20.1,0.7677038171935586,1.175,344200,NOR
window3443,20.06,20.05,0.7472355081338029,1.15,344300,NOR
window3444,20.04,20.1,0.753671350560001,1.225,344400,NOR
window3445,20.11,20.05,0.7569815968383182,1.15,344500,NOR
window3446,20.08,20.15,0.7980770769767263,1.45,344600,NOR
window3447,19.96,20.0,0.8093499311547132,1.5,344700,NOR
window3448,20.060000000000002,20.1,0.7889460817688485,1.45,344800,NOR
window3449,20.08,20.3,0.7207339140173254,1.0,344900,NOR
window3450,20.17,20.4,0.7901865400394963,1.35,345000,NOR
window3451,20.029999999999998,20.05,0.8188601437510805,1.45,345100,NOR
window3452,20.04,20.05,0.7952534921976236,1.375,345200,NOR
window3453,20.14,20.35,0.783827816382402,1.15,345300,NOR
window3454,19.93,19.75,0.7899684868233082,1.35,345400,NOR
window3455,20.020000000000003,20.1,0.8282112187095011,1.45,345500,NOR
window3456,19.96,20.0,0.7998185349434974,1.525,345600,NOR
window3457,20.020000000000003,20.1,0.7805948097016046,1.2,345700,NOR
window3458,19.830000000000002,19.8,0.7715885577957182,1.2,345800,NOR
window3459,19.930000000000003,20.0,0.8133720630188265,1.425,345900,NOR
window3460,20.05,20.0,0.7960682825027424,1.35,346000,NOR
window3461,20.009999999999998,19.9,0.6705090121792325,1.05,346100,NOR
window3462,19.96,19.95,0.7319557259150683,0.875,346200,NOR
window3463,20.009999999999998,20.0,0.7564112450189795,1.25,346300,NOR
window3464,20.119999999999997,20.15,0.757308581313166,1.125,346400,NOR
window3465,20.06,20.1,0.7925163907248305,1.275,346500,NOR
window3466,20.06,20.2,0.7802710118297486,1.35,346600,NOR
window3467,19.999999999999996,20.05,0.7524515679883386,1.2,346700,NOR
window3468,19.98,20.0,0.7000066901177193,1.15,346800,NOR
window3469,19.94,20.05,0.791380431896666,1.375,346900,NOR
window3470,19.830000000000002,19.65,0.798227221445078,1.425,347000,NOR
window3471,19.9,19.7,0.7472434514611478,1.05,347100,NOR
window3472,20.020000000000003,20.0,0.7346394549442075,1.125,347200,NOR
window3473,20.03,20.05,0.750537258204568,1.2,347300,NOR
window3474,19.95,19.9,0.7772162422257901,1.325,347400,NOR
window3475,20.02,20.0,0.7632995805665598,1.225,347500,NOR
window3476,19.970000000000002,19.95,0.8225407025193731,1.35,347600,NOR
window3477,19.990000000000002,20.05,0.8246555917076931,1.55,347700,NOR
window3478,20.04,20.1,0.8011527103156577,1.375,347800,NOR
window3479,20.119999999999997,20.05,0.7637690228275036,1.125,347900,NOR
window3480,20.110000000000003,20.25,0.8057378334797459,1.475,348000,NOR
window3481,20.009999999999998,19.95,0.7780680295667268,1.25,348100,NOR
window3482,20.12,20.2,0.7607057043764961,1.275,348200,NOR
window3483,19.939999999999998,19.9,0.7789466381284869,1.275,348300,NOR
window3484,20.19,20.2,0.7808908007632359,1.4,348400,NOR
window3485,20.1,20.25,0.7830629377129504,1.275,348500,NOR
window3486,19.96,20.0,0.7637619243126316,1.2,348600,NOR
window3487,19.979999999999997,20.0,0.808314840546808,1.425,348700,NOR
window3488,19.82,19.65,0.7301530828837468,1.2,348800,NOR
window3489,19.919999999999998,20.0,0.7720902827793114,1.375,348900,NOR
window3490,20.110000000000003,20.15,0.7264166163402419,1.075,349000,NOR
window3491,19.96,19.9,0.8017511321287586,1.35,349100,NOR
window3492,19.95,19.8,0.775756177791717,1.425,349200,NOR
window3493,20.07,20.2,0.7300221884291576,1.05,349300,NOR
window3494,20.020000000000003,20.1,0.7494780867390698,1.05,349400,NOR
window3495,20.029999999999998,19.9,0.772973907849522,1.25,349500,NOR
window3496,19.95,19.95,0.7165142595735955,1.225,349600,NOR
window3497,19.949999999999996,19.95,0.7920133339232873,1.2,349700,NOR
window3498,19.94,19.9,0.777738412784504,1.35,349800,NOR
window3499,20.07,20.05,0.7809992298119676,1.275,349900,NOR
window3500,20.1,20.15,0.754072317846169,1.05,350000,NOR
window3501,20.03,19.95,0.7633482671986063,1.15,350100,NOR
window3502,19.869999999999997,19.8,0.7676564206504672,1.275,350200,NOR
window3503,19.9,19.85,0.7667504075767749,1.3,350300,NOR
window3504,20.07,20.2,0.7900016587469496,1.3,350400,NOR
window3505,19.979999999999997,20.05,0.7526207399144861,1.05,350500,NOR
window3506,20.119999999999997,20.25,0.7988843213212278,1.3,350600,NOR
window3507,20.02,20.0,0.798067820496157,1.45,350700,NOR
window3508,20.06,20.1,0.7153891091241711,0.925,350800,NOR
window3509,19.890000000000004,19.8,0.8059305194557378,1.525,350900,NOR
window3510,19.95,20.0,0.7584422300497131,1.2,351000,NOR
window3511,19.970000000000002,19.95,0.8015457041353999,1.525,351100,NOR
window3512,19.95,19.9,0.8093174916149085,1.35,351200,NOR
window3513,19.78,19.65,0.7524138743501974,1.15,351300,NOR
window3514,19.94,19.9,0.7847215158435673,1.275,351400,NOR
window3515,20.049999999999997,19.85,0.758842768687291,1.35,351500,NOR
window3516,20.01,19.95,0.7461026541724796,1.35,351600,NOR
window3517,20.020000000000003,20.15,0.6950075271102141,1.175,351700,NOR
window3518,19.93,19.85,0.7460165886564832,1.25,351800,NOR
window3519,19.890000000000004,19.85,0.7933871077979278,1.5,351900,NOR
window3520,19.96,19.95,0.8094503020540937,1.4,352000,NOR
window3521,19.96,19.8,0.7364574516950617,1.175,352100,NOR
window3522,19.93,19.7,0.82635350526129,1.5,352200,NOR
window3523,19.970000000000002,19.95,0.6539016165755742,0.9,352300,NOR
window3524,20.04,19.95,0.6848838092129232,1.025,352400,NOR
window3525,20.189999999999998,20.3,0.7193240775017443,1.175,352500,NOR
window3526,19.97,19.9,0.7674436920560308,1.25,352600,NOR
window3527,19.95,19.8,0.7261612941752699,1.125,352700,NOR
window3528,20.09,20.05,0.7836848540526566,1.375,352800,NOR
window3529,19.98,20.1,0.7188074300913267,1.075,352900,NOR
window3530,20.04,20.0,0.7978912833545369,1.4,353000,NOR
window3531,19.93,19.85,0.7614602324394892,1.1,353100,NOR
window3532,20.020000000000003,20.1,0.7556121315051194,1.25,353200,NOR
window3533,20.01,20.1,0.727213929998074,1.075,353300,NOR
window3534,19.919999999999998,19.85,0.7806051233199387,1.25,353400,NOR
window3535,20.02,20.05,0.7703150548734615,1.1,353500,NOR
window3536,19.790000000000003,19.8,0.7459600967473982,1.275,353600,NOR
window3537,20.009999999999998,20.0,0.7598216705039993,1.25,353700,NOR
window3538,19.96,20.05,0.8014618356215337,1.325,353800,NOR
window3539,19.99,19.95,0.7571435421691599,1.125,353900,NOR
window3540,19.970000000000002,19.95,0.8202539080589485,1.55,354000,NOR
window3541,19.990000000000002,20.1,0.7391926038868611,1.05,354100,NOR
window3542,19.92,20.05,0.6847751659303288,1.15,354200,NOR
window3543,19.84,19.7,0.7483289767212798,1.225,354300,NOR
window3544,19.880000000000003,19.9,0.8211877560220888,1.4,354400,NOR
window3545,19.93,19.85,0.7250459898887939,1.1,354500,NOR
window3546,20.04,20.05,0.7423714871439155,1.225,354600,NOR
window3547,19.900000000000002,19.9,0.7532013576797627,1.0,354700,NOR
window3548,19.95,19.85,0.7128225992462249,1.0,354800,NOR
window3549,19.950000000000003,20.05,0.7874750931646096,1.4,354900,NOR
window3550,20.029999999999998,20.15,0.8171626252513885,1.475,355000,NOR
window3551,20.04,19.95,0.7542728913419291,1.125,355100,NOR
window3552,19.950000000000003,19.95,0.6942796001633781,1.025,355200,NOR
window3553,19.99,19.95,0.7710983350410449,1.325,355300,NOR
window3554,19.96,19.95,0.7379325118627141,1.05,355400,NOR
window3555,20.080000000000002,20.2,0.7592399419232434,1.325,355500,NOR
window3556,20.03,20.0,0.7983155651228372,1.55,355600,NOR
window3557,19.97,19.9,0.7459607977755389,1.1,355700,NOR
window3558,19.98,20.1,0.7852204658935877,1.35,355800,NOR
window3559,20.04,20.0,0.8046382024087908,1.5,355900,NOR
window3560,20.04,20.1,0.7891577301304264,1.3,356000,NOR
window3561,20.050000000000004,20.1,0.7550636056274327,1.15,356100,NOR
window3562,20.0,20.05,0.7235358775751862,1.075,356200,NOR
window3563,20.020000000000003,20.2,0.7937462534047632,1.325,356300,NOR
window3564,20.210000000000004,20.3,0.74007353792283,1.3,356400,NOR
window3565,20.11,20.15,0.681373068110183,0.8,356500,NOR
window3566,20.09,20.1,0.7027178989946056,0.975,356600,NOR
window3567,19.97,20.0,0.7626949903451671,1.175,356700,NOR
window3568,20.0,19.95,0.7793134681555838,1.375,356800,NOR
window3569,19.92,19.9,0.8046692802002408,1.525,356900,NOR
window3570,19.85,19.8,0.7679199424651871,1.425,357000,NOR
window3571,20.029999999999998,20.1,0.7641935812991646,1.275,357100,NOR
window3572,20.08,20.1,0.7487439848996995,1.1,357200,NOR
window3573,19.910000000000004,19.8,0.7519292480311341,1.125,357300,NOR
window3574,19.9,19.85,0.7803249110714914,1.325,357400,NOR
window3575,19.849999999999998,19.9,0.7198614033728421,1.325,357500,NOR
window3576,19.92,19.95,0.7573343042034602,1.125,357600,NOR
window3577,19.85,19.7,0.7367435106777334,1.125,357700,NOR
window3578,19.980000000000004,20.05,0.7073952482473211,0.975,357800,NOR
window3579,20.05,20.2,0.7022575976771271,1.025,357900,NOR
window3580,19.78,19.7,0.7888375674651601,1.325,358000,NOR
window3581,20.030000000000005,20.05,0.8052005990112685,1.4,358100,NOR
window3582,19.93,19.85,0.8120300042175683,1.525,358200,NOR
window3583,19.97,20.0,0.743321511664057,1.175,358300,NOR
window3584,19.910000000000004,19.85,0.777746528928208,1.325,358400,NOR
window3585,20.099999999999998,20.1,0.732747314009836,1.15,358500,NOR
window3586,20.03,19.95,0.7365630217799619,1.275,358600,NOR
window3587,19.91,19.75,0.8232858930894146,1.5,358700,NOR
window3588,20.07,20.0,0.7098198507031934,1.1,358800,NOR
window3589,20.0,20.05,0.7947884699281642,1.4,358900,NOR
window3590,19.89,19.8,0.7762506589230647,1.425,359000,NOR
window3591,20.009999999999998,19.95,0.750235711496258,1.125,359100,NOR
window3592,20.000000000000004,20.05,0.7724766745743074,1.125,359200,NOR
window3593,20.08,20.1,0.8044501337696947,1.4,359300,NOR
window3594,20.15,20.25,0.776632379121718,1.35,359400,NOR
window3595,19.880000000000003,19.9,0.7481417517120759,1.3,359500,NOR
window3596,19.999999999999996,20.05,0.7369041951733856,1.15,359600,NOR
window3597,20.07,20.1,0.7756368032480044,1.375,359700,NOR
window3598,20.02,20.1,0.7578552112545277,1.275,359800,NOR
window3599,20.05,20.15,0.8351564995082299,1.6,359900,NOR
window3600,19.85,19.75,0.7493850429091484,1.225,360000,NOR
window3601,20.150000000000002,20.25,0.7637504230018177,1.05,360100,NOR
window3602,19.979999999999997,19.95,0.7537261939922992,1.2,360200,NOR
window3603,20.029999999999998,20.0,0.8369214995970549,1.525,360300,NOR
window3604,19.979999999999997,20.0,0.770065694636471,1.25,360400,NOR
window3605,19.98,19.95,0.7564348366487039,1.175,360500,NOR
window3606,20.080000000000002,20.1,0.7791619901408587,1.25,360600,NOR
window3607,20.1,20.15,0.7727007517923115,1.3,360700,NOR
window3608,19.91,19.9,0.7757034116975905,1.225,360800,NOR
window3609,19.990000000000002,20.0,0.7655223929948772,1.075,360900,NOR
window3610,20.119999999999997,20.15,0.7425159194345818,1.1,361000,NOR
window3611,20.029999999999998,20.1,0.7222493369390737,1.125,361100,NOR
window3612,19.96,20.15,0.7700477810913327,1.25,361200,NOR
window3613,19.84,19.65,0.7518340148385209,1.1,361300,NOR
window3614,19.860000000000003,19.9,0.7935694387421328,1.225,361400,NOR
window3615,20.009999999999998,19.9,0.7573540107041701,1.225,361500,NOR
window3616,20.050000000000004,20.05,0.754380846295258,1.175,361600,NOR
window3617,19.9,19.9,0.7342745753456573,1.15,361700,NOR
window3618,20.119999999999997,20.1,0.7471801861878086,1.1,361800,NOR
window3619,19.740000000000002,19.65,0.7088792301787358,1.05,361900,NOR
window3620,19.950000000000003,19.8,0.7617770980308258,1.175,362000,NOR
window3621,20.09,20.1,0.8140396210666738,1.45,362100,NOR
window3622,20.029999999999998,20.05,0.7872200664552873,1.175,362200,NOR
window3623,20.0,20.05,0.7198553073770767,1.075,362300,NOR
window3624,19.859999999999996,19.8,0.7845831442918948,1.325,362400,NOR
window3625,19.93,19.9,0.8041131532009889,1.325,362500,NOR
window3626,20.21,20.35,0.8171658514378224,1.375,362600,NOR
window3627,20.05,20.0,0.8329763667934378,1.6,362700,NOR
window3628,19.939999999999998,20.0,0.7378668543627133,1.25,362800,NOR
window3629,20.160000000000004,20.2,0.693603659689798,1.15,362900,NOR
window3630,19.939999999999998,19.85,0.7607461753710715,1.175,363000,NOR
window3631,20.0,19.9,0.7488650113584999,1.2,363100,NOR
window3632,20.009999999999998,20.0,0.8124616075143756,1.575,363200,NOR
window3633,19.950000000000003,19.9,0.774776229844847,1.3,363300,NOR
window3634,19.89,19.8,0.7979446082515935,1.375,363400,NOR
window3635,20.13,20.2,0.7404998074847111,1.375,363500,NOR
window3636,19.979999999999997,19.9,0.83291129574233,1.6,363600,NOR
window3637,20.11,20.25,0.721538104290552,0.95,363700,NOR
window3638,20.04,20.05,0.7321250719042983,1.1,363800,NOR
window3639,20.029999999999998,19.95,0.7480991958428364,1.275,363900,NOR
window3640,20.020000000000003,20.1,0.7789508175446971,1.225,364000,NOR
window3641,19.91,19.8,0.74779316668696,1.2,364100,NOR
window3642,20.080000000000002,20.05,0.7859969817088018,1.425,364200,NOR
window3643,20.08,20.15,0.8301718563961991,1.575,364300,NOR
window3644,20.1,20.1,0.6924503189672496,0.85,364400,NOR
window3645,19.92,19.9,0.7954128199158907,1.425,364500,NOR
window3646,19.990000000000002,19.9,0.773891972502027,1.1,364600,NOR
window3647,19.990000000000002,20.0,0.7405235356492037,1.125,364700,NOR
window3648,19.959999999999997,19.95,0.779904148513271,1.375,364800,NOR
window3649,19.95,19.85,0.7564909626858102,1.275,364900,NOR
window3650,19.990000000000002,20.0,0.7832270643067882,1.375,365000,NOR
window3651,20.009999999999998,20.05,0.7894733740010783,1.375,365100,NOR
window3652,19.990000000000002,19.95,0.8206331142565351,1.6,365200,NOR
window3653,20.080000000000002,20.05,0.7212050989284846,1.125,365300,NOR
window3654,20.0,20.0,0.8048455914134266,1.35,365400,NOR
window3655,19.95,19.8,0.7898989876961275,1.35,365500,NOR
window3656,20.05,20.0,0.7319115976220474,1.025,365600,NOR
window3657,19.95,19.95,0.7735527106861915,1.375,365700,NOR
window3658,19.970000000000002,19.9,0.765723793859201,1.3,365800,NOR
window3659,20.020000000000003,20.1,0.7464323477503143,1.2,365900,NOR
window3660,19.9,19.7,0.7788178586127147,1.225,366000,NOR
window3661,20.060000000000002,20.1,0.7965557984726406,1.375,366100,NOR
window3662,19.949999999999996,19.85,0.7641550546642151,1.275,366200,NOR
window3663,20.05,20.25,0.7813203740135328,1.275,366300,NOR
window3664,19.900000000000002,19.9,0.756017233397816,1.075,366400,NOR
window3665,20.220000000000002,20.15,0.6693774503681208,1.0,366500,NOR
window3666,19.919999999999998,19.9,0.7435325916118373,1.25,366600,NOR
window3667,19.93,19.95,0.7138711927043373,1.0,366700,NOR
window3668,20.13,20.05,0.7192314438232642,1.1,366800,NOR
window3669,20.139999999999997,20.25,0.784979340239254,1.25,366900,NOR
window3670,19.97,19.9,0.7812598195706545,1.15,367000,NOR
window3671,19.98,19.9,0.7596402014086443,1.35,367100,NOR
window3672,19.96,19.9,0.7361034195106338,1.125,367200,NOR
window3673,20.04,20.05,0.7734120799142037,1.4,367300,NOR
window3674,20.02,20.0,0.7977941004916922,1.3,367400,NOR
window3675,19.98,20.05,0.7365925624379266,1.225,367500,NOR
window3676,20.05,20.15,0.823859368994625,1.6,367600,NOR
window3677,19.94,19.8,0.800388675051399,1.425,367700,NOR
window3678,20.07,20.0,0.7417770980308257,1.15,367800,NOR
window3679,20.03,20.3,0.7365291605833187,1.15,367900,NOR
window3680,19.810000000000002,19.75,0.7616728292644276,1.35,368000,NOR
window3681,19.94,20.0,0.7430424581595144,1.25,368100,NOR
window3682,20.03,19.95,0.7811986542013056,1.35,368200,NOR
window3683,20.07,20.15,0.7854104965945042,1.225,368300,NOR
window3684,20.07,20.05,0.7740211789469236,1.3,368400,NOR
window3685,20.04,20.05,0.743296912079014,1.075,368500,NOR
window3686,20.18,20.35,0.7696284506348045,1.35,368600,NOR
window3687,20.109999999999996,20.2,0.7669532799731813,1.225,368700,NOR
window3688,19.89,19.95,0.7119522986116489,1.05,368800,NOR
window3689,19.96,19.95,0.8350482443875296,1.45,368900,NOR
window3690,20.05,20.05,0.7937405187336629,1.175,369000,NOR
window3691,19.950000000000003,19.9,0.7683826181522135,1.2,369100,NOR
window3692,20.04,20.2,0.7627792867166379,1.325,369200,NOR
window3693,19.9,19.85,0.8031282342959274,1.375,369300,NOR
window3694,20.009999999999998,20.05,0.792289872466648,1.475,369400,NOR
window3695,20.17,20.25,0.7995242211761722,1.35,369500,NOR
window3696,20.080000000000002,20.1,0.7489188275271361,1.125,369600,NOR
window3697,19.919999999999998,19.8,0.753729543291133,1.025,369700,NOR
window3698,20.020000000000003,20.0,0.786446347965097,1.15,369800,NOR
window3699,19.919999999999998,19.8,0.7800413552006372,1.4,369900,NOR
window3700,19.94,19.8,0.7627242678837349,1.175,370000,NOR
window3701,20.009999999999998,19.9,0.8414103848994481,1.475,370100,NOR
window3702,19.93,19.85,0.7774324258287751,1.125,370200,NOR
window3703,20.130000000000003,20.3,0.777436083602141,1.275,370300,NOR
window3704,19.96,19.95,0.7684292130394248,1.375,370400,NOR
window3705,20.0,20.0,0.7964942552491717,1.1,370500,NOR
window3706,20.06,20.05,0.7260820418673107,0.95,370600,NOR
window3707,20.050000000000004,20.05,0.7301839066291104,1.05,370700,NOR
window3708,20.029999999999998,20.1,0.7230916062060626,1.075,370800,NOR
window3709,19.89,19.7,0.7660205628444243,1.1,370900,NOR
window3710,20.12,20.2,0.8028506521734645,1.325,371000,NOR
window3711,19.990000000000002,20.15,0.8265102008332132,1.475,371100,NOR
